	机器人	计算机	图像	控制系统	计算机视觉	神经网络	软件	移动机器人	自动化	智能机器人	科技	机器	机械	路径规划	机器学习	工业	传感器	设备	信息技术	互联网	遗传算法	人机交互	控制器	模式识别	智慧城市	产品	企业	动力学	语言	用户	科学技术	工程	专家系统	硬件	AI	法律	虚拟现实	Matlab	装置	特征提取	深度学习	运动轨迹	控制算法	学科	文化	障碍物	数据挖掘	工具	视频	控制策略	新技术	汽车	教师	物联网	图书馆	数字	图像处理	应用领域	工艺	工作空间	工业机器人	课程	患者	专业委员会	智能控制	数字化	粒子	会议	数据库	哲学	自然语言处理	语音	信号	治疗	难题	摄像机	人工神经网络	新媒体	论坛	控制技术	物理	艺术	知识工程	文献	地图	智能系统	生态	传统媒体	工件	模糊控制	装备	制造业	末端执行器	智能制造	金融	认知科学	无线通信	电子	农业	机器人运动学
动力学	4.045617971	0.582126377	0.092457143	3.069428381	0.479190751	1.39655415	5.821753152	2.261949709	0	0.23869591	0	0.414702721	6.095859649	0.490551335	0	0.988224904	0.486332464	0.503648176	0	0	0.669441141	0.342823331	9.537101449	0	0	0	0	0	0.424233577	0	0	0.794510908	0	1.879291251	0	0	0.571764706	4.390275449	1.223988439	0	0.53968254	3.168794768	1.447834739	0.529766234	0	0	0	1.435922741	0	5.386810399	0	0	0	0	0	1.197513488	0	0.873432836	0	3.246885329	0	0	2.063840156	0	0	0	0	0	0.614315789	0	0	0	1.864253118	0	0.730571429	0	0	0	0	1.009852217	3.64641278	0	0	0.65611557	0.749450549	0	0	0	0	2.865746784	0.860504202	0	3.118649224	0	0	0	0	0	0.812380952	0
语言	0.515373492	0.911849868	0	0.762802146	0	0.981584777	0.787906442	0.22730377	1.209579824	0.935189199	0.584052288	1.652479543	0.78735271	0.313808574	1.39201214	0.951350841	0	0.649146538	2.072686323	0.404571611	0.428245436	3.230450614	0.404571611	0	0	1.957200694	0	0.423295455	0	2.050562648	0.669380252	0	3.19924812	2.430361618	0	0	2.240122915	1.206874074	0.518995098	0	1.399176955	0	0	4.246217904	3.215909091	0	1.82507809	5.135186236	0	0	0.766056423	2.69262511	0	0	1.176930147	0.766056423	0	2.2644555	0	0.816496164	0	0	0	1.255882353	1.003235294	1.76089578	0	2.230936819	0.790479876	4.159317212	10.24856214	5.461481007	0.790479876	0	1.894074074	0	0	0	0	1.299442191	0.916965567	3.760827012	2.866526904	0.844266358	0.964366516	1.255882353	2.077118214	0	0	0	0	0	1.322368421	0	0	4.502633889	1.755300958	1.277293121	1.045343137	0
用户	0.465093151	0.981415879	0.797605634	0.521161055	0.567808219	0.532476126	1.291445241	0.208873734	1.574157404	0.568323595	0.53637455	1.778548992	0.237624467	0	0.95104939	1.782951226	0.575658835	2.160012247	0.369722425	2.712339253	0	3.856762468	0	0	5.350831601	6.220588235	1.906826179	0	2.048024163	0	0.615106178	0.940441483	1.447278912	0.546010296	0	0.995350658	2.056003223	0	1.450342466	0.537373311	1.284958428	0	0	1.261348176	1.744520548	0	1.676092124	0.559492419	2.899020947	1.216612961	2.874032372	1.636334534	0	2.965662432	5.557725694	1.417464945	0.793802423	0	1.544671202	0	0	0	0.476914414	0	0	1.617149185	0	1.017488076	0	0.934441198	3.395713654	3.977464789	0.726386913	0.650305966	0.863851351	0	1.017488076	3.975833549	1.135024369	0	0	0	2.632524708	3.986813358	0.886174636	2.323809524	3.867737364	3.975833549	0.947334321	0	0	1.21514936	0	0	1.332640333	0	0	1.173728814	1.934240363	0
科学技术	0.393728656	0.930314117	0	0.228497039	0	0.233458001	0.23601702	0.562060231	1.807523057	2.784785615	5.631932773	1.685940967	0.639425837	0.384486181	1.714237173	1.573839662	0.381179499	1.205983247	0	1.000395257	0	0.540487233	0	2.418222082	7.134442134	2.41025641	1.2567718	0	0.66883672	0.614245118	0	3.23002098	0.958333333	0.728013728	3.04181601	3.418610906	1.819251337	0	0.635885886	0	0	0	0	2.551626355	0.764864865	0	2.239868565	0.745989892	0.752178408	0	0.938591653	1.083518813	1.058403231	1.954641148	0	0.938591653	0	4.206901273	2.064242424	0	0	0	0	7.981308411	0	1.070815001	0	10.03921569	0	3.806347632	1.488811392	2.621510883	0.968515884	0.867074622	2.324545455	0	0	1.743158253	3.054247392	1.592109351	2.267405765	6.221615058	1.743158253	2.087640449	0	3.105454545	3.858866407	0	0	0	0	6.660818713	0	4.444155844	1.776853777	3.656684492	0	3.158397535	3.912844037	0
工程	0.612243025	1.453191395	0.223172414	0.709459339	0.189269406	2.944754332	1.507792183	0.42639052	1.837865171	0.870245505	1.677596996	0.751648681	1.238324685	0	3.378423626	0	1.18352236	1.542865891	1.139977477	0.75892054	0.398913557	0	0	3.093734823	5.424130664	3.253846154	1.933495076	0.794043887	0	0.940430456	3.205482897	0	6.9375	0.553489889	1.711021505	0.501084064	2.084558824	0	0.483447489	0	4.01891253	0.523998352	0.571861666	3.264404609	0	0	5.242245578	0.567156699	1.15161108	0.612472963	0.713586805	0.823771152	0	1.482831216	0	0	0	0	0.777625571	0.760571769	2.017339901	0.864789447	0.483447489	4.777622378	8.89826087	1.639454691	0	4.21225833	2.239692982	1.907548928	4.622603203	3.003814554	0	0.659214267	1.763448276	0.886856251	3.137254902	0	3.49965847	2.437574316	3.488316561	1.150572648	5.412323526	1.583727238	0	9.830215827	0	0	0.960311503	2.27942158	3.137254902	0	0	1.674168297	1.35089568	1.377518131	1.635074865	3.618997175	1.96091954	0
专家系统	0.046813795	0.865596613	0	0.266980751	0	9.625139873	1.439444461	0	0	0	0.41498452	0.767641206	0	0	11.42082688	0.447301799	0.445378151	1.413464236	1.765126417	1.774894811	1.878754171	0.631516661	0	13.76152887	0	0	0	0	3.22786417	1.450664001	0.958270677	7.15059817	0	0.850626566	2.649323621	0.770087088	2.128911139	0	0	0.837171053	4.106280193	0	0	4.03083004	0	0	14.32474082	0.871630295	0.878861087	0.941274238	0	0	1.236660617	3.467911715	1.684868421	0	0	1.608955224	2.415602837	0	0	0	0	0	14.11448276	0	0	0	9.773205742	1.455761024	17.09566185	6.268830374	1.131634349	1.013108242	2.720212766	0	23.58610914	0	0	0	1.312708601	0	2.0367428	2.442983505	0	13.43370787	2.983095307	0	0	3.516129032	0	0	0	0	2.07611336	8.744245524	0	0	4.586021505	0
硬件	2.663458553	1.90431255	1.244615385	8.999834997	2.125641026	0.417965131	9.681828611	1.545665635	1.319541626	2.457163778	0.635863378	0.879978944	1.453240539	0.341423729	0.370275229	2.124683544	4.453781513	5.477173913	1.334607779	0	1.420521447	5.171903693	5.791762014	5.168356998	0	1.049627792	0	1.887481371	2.434127079	0.545449664	0.728285714	0.552979592	0.851	0	0.657032258	0	3.280617165	2.67095082	4.151960784	1.282762097	0	1.865945351	4.174590164	0	0	1.924560408	0	0	2.036385446	2.181001284	0.833469388	4.969859018	0	3.524762726	0	0.833469388	5.874137931	1.22280597	1.831182796	0.888347826	1.170057143	2.036439665	0.564666667	0	2.200645161	0	0	0	0	0	0	2.325533848	2.622079589	0	0	1.035848101	1.204705882	0	0	1.413793103	0	0	0	0	2.115384615	0	2.261378701	0	0	1.322064516	1.204705882	1.438736842	0	0	0	1.608941176	11.93604651	4.236874742	0	0
AI	0.235740897	0.836500929	0.401157025	0.628838959	0.224661247	2.028039505	1.100751646	0	0	0.684783348	3.458204334	3.865621788	0.576531493	0	4.06003541	0.345476999	0.343991255	1.086381603	1.823963964	2.797715549	0.473507149	0	0	1.440361786	0	1.066834805	1.133154901	0	0	0	3.03452381	1.713779727	2.637396694	0.656987998	0	3.719912206	1.640308582	0	0	0	3.968253968	0	0	3.895339954	0.690243902	0	1.001567245	1.357457017	1.368718087	0	0.847021736	0.97780966	1.925946863	0	3.968491736	0.847021736	0	1.242688994	0	0	0	2.069823922	1.157103825	0	0	0.966345245	0	0	0	3.428858611	2.709148599	2.363657354	0.87402653	0.782481976	2.095901639	0	2.468659595	1.573094033	1.365720379	0	1.013880627	5.599453552	0	3.827340824	0	1.388617886	2.298450483	1.573094033	0	0	0	1.462130937	0	0	0	3.297010608	0	0	0	0
法律	0.266159077	0.742862765	0	0	0	0.571628782	0.382450937	0	0.704402368	3.238122809	5.128263989	2.497786386	0	0	1.371389738	0	0	0.317517328	1.207034976	2.48218372	0	0.875826027	0	0	0	3.451048951	0.500887311	0	0	0.995346103	3.396855011	0.500887311	0.770833333	0	3.705069124	0	0	0	0.51147343	0	0.684380032	0	0	0	1.239416058	0	0	3.089734256	0	0	0.754954156	5.425740823	0	0.779023646	2.336678832	0	0	1.107614103	0	0	0	0	0	0	0	2.621922025	0	0	0.779023646	2.018938647	0	0	0	0	1.866423358	0	0	0	0	0	0.903676211	1.217272511	0	2.532799075	0	0	1.015981735	1.402105551	0	0	1.091219096	0	0	0	4.350678733	0	0	5.147018205	1.030193237	0
虚拟现实	0.605068302	1.694359328	0.49030303	1.307379967	0.552666667	0.518276762	2.22960759	0	0.638658147	1.265811643	2.032140691	1.472617824	0.703368421	0	1.889159333	1.734435546	0.846218487	1.788464951	4.031920341	2.83617212	0.57664732	5.105879391	0	3.586206897	0	0	0	0.569981998	2.249723512	2.066097214	1.820714286	2.094619666	2.1275	3.298347911	1.642580645	0	0	0	0.698844884	0.787438119	0	0.757462964	1.669836066	2.809366391	0.840594059	0	0	1.656097561	2.530054645	0.885356957	6.511479592	0	1.16319563	6.719078947	0	2.083673469	0	1.513373725	0	0	0	0	0.698844884	1.691089109	0	2.377209302	0	0	3.257735247	1.369280171	1.636218461	1.427555432	0	0.952923594	1.265841584	0	0	7.897574124	5.09041232	1.74974394	1.234725912	3.359672131	0	0	0	1.691089109	8.762842466	1.915748179	0	0	0	0	0	0	0	1.991263832	0	1.71991945	0	2.031287129
Matlab	4.348109874	0.160554211	1.56122807	2.205493161	0.913498623	2.010556406	5.907367169	3.282829667	0.519234266	0	0	0.887191886	1.465350877	4.953692494	0	1.044926333	1.398708244	0	0	0	1.432165065	0.975513542	2.774205334	0.708565072	0	0	0	4.466496865	1.207168714	0	0	0	0	2.671389217	0	0	0	0	1.147696477	0	0.761648746	6.652500817	4.952903584	0	0	3.287790698	0	2.036185526	1.357590297	0.721137521	0	1.955619321	0	0	0	0	0.947441602	0	0.915591398	12.88897516	0	0	1.147696477	0	3.355081967	0	0.840190915	0	0	0	0	0	0.866977929	0	0	4.280364055	2.448589192	0	0	1.425194661	3.066573371	0	0	0	1.057692308	0	0	0	0	2.687123	0	0	5.945193562	0	0	0	0	0	2.311653117	1.654516129
装置	3.262437238	1.017233976	1.338195489	1.491951256	2.975897436	0.740395375	3.742555597	0.216177012	2.383052787	1.502582167	0	0.508156855	4.396052632	0.601098114	0.323667159	0.904120657	3.49939976	2.238844811	0	0	0.407282373	1.276469848	0	0.614420063	0	0	0.483373769	1.224854932	0.519166964	1.450664001	0.636613387	0.483373769	0	4.128953771	0	0.511596317	0.699712053	1.147380282	0	0	0	1.077517738	0.583858764	0	0	0.55179704	0	1.166265888	0.583858764	0.625322046	0.728557157	0.841053065	0	2.287346025	0	0.728557157	2.499633162	1.068886338	2.415602837	0.77652782	0	0	2.016666667	0	0.954125874	2.528946066	0	0	0.751785057	0	0	1.008273417	3.071578947	1.355567366	2.720212766	0.905461627	0	0	0	0	0.87207914	0	0	0.802938634	0.917159763	2.405633803	0	0	6.095890411	0	0	1.2576371	2.532987398	0	0	0	6.820598007	1.214768283	2.002347418	0
特征提取	0.644517199	4.594320487	11.43386667	0.818166818	7.737333333	6.289766534	0.206282592	1.256638727	1.847358276	1.347476911	0	0.572684709	0.276916701	0	2.276282148	0	1.364868528	0.345018829	0	0	1.397793103	1.935292995	0	6.645030426	0	0	0	0	0	0.536859906	0	0	0.837598425	1.282690854	0	0	0.787864752	0	0	0	6.296296296	0.602391806	0	0.729992842	0	1.252491694	2.956626506	0.652006914	3.393975743	0	0	0	0	0	0	0.820343886	1.864805692	3.66841791	0	0.874358097	2.32154195	0	0.555774278	0	1.074330709	0.935909174	2.500408163	0	4.370132649	0	0	4.651067697	2.580126316	0	2.029365079	1.019535533	2.390289449	0	0	0	0	0	0	0	4.230769231	1.34488189	0	0	1.103980153	0	0	0	0	0	0	1.58360352	0	1.367809956	1.119422572	0
深度学习	0.129426375	3.719211823	2.609677419	0	1.915181518	12.95691906	0.494299796	0	1.550141133	0.788146872	0.3684442	2.500534226	0	0	20.36513761	0.801767375	0.3954292	1.251925466	0.511391766	2.116220736	0.544311956	3.529063696	0	3.379310345	0	0	0	0.538020391	1.400771244	1.286437888	0	4.066026411	4.091346154	0	3.986846226	0.683722181	0	0.761345794	0	6.3625	0	0	0	1.74922813	0.793457944	0	8.538112847	0	5.786560623	0	1.965729688	0	0	1.004722086	1.495911215	1.965729688	0	5.878874856	0	0	0	0	0.659657321	0	3.898285714	1.110845468	0	1.407366685	0	0	18.74060525	19.73031875	1.004722086	0.899488626	1.194859813	2.443037975	2.841287458	0	0	1.651627457	1.165488945	3.169502011	0	3.280577849	0	10.04705882	1.310331584	0	0	0	0	0	0	2.284379172	1.843278217	1.879604178	0	1.623475368	0	0
运动轨迹	5.928446997	1.106040117	1.315447154	1.84087534	1.305511811	0.803529864	3.33024015	2.513277455	0.99016767	0.963964252	0.298663102	0	3.809912281	2.370998117	0	0.321921749	1.652770483	1.011170569	0	0	3.727448276	1.860281638	2.599452242	0	0	0.99354081	0	3.198232323	0	0	0	0.523654917	0	1.864835165	0	0	0.75802139	6.623089431	1.077608142	0.60250947	0	0	3.944494643	0.702341598	0	3.727888665	0	2.567593118	1.27468402	2.772745818	0	0	0	0	0	2.404238619	1.793629903	0	3.520413437	5.246148579	0	0	2.757161458	0	1.033636364	0	2.404238619	0	0	0	0	0	0	2.221044993	0.968560606	0.980916763	1.140819964	0	0	2.698078442	1.903928505	0	0	0	0	0	1.062162723	0	2.140541671	0	1.140819964	0	7.025082237	0	0	0	1.808491896	1.315998973	2.170483461	6.361550388
控制算法	5.054624634	0	0.691452991	10.20357468	0	3.359201238	1.119567914	2.169355277	0.263908325	0.696196404	0	0	2.140686499	0.352710464	0.382515733	1.071269014	1.434268623	0.730289855	0	0	1.468270067	2.563849694	10.7885763	0	0	0	0.571259909	1.451298701	0	0	0	0.571259909	0	4.179802956	0	0	1.667647059	4.958678261	0.583333333	0	0	3.957091003	0	0.766190834	0	0.652123775	0	0.684337835	0.690014903	8.861545756	0	0	0	0	0	1.736394558	0	0	0.938292011	0	1.208736718	0	0.583333333	0	2.274	0.982317894	0	0	0	0	0	0	5.56061706	0	0	2.158016878	0	0	0	4.455230368	1.030638984	0	0	0	0	0	0	0	0	13.16214673	0	0	2.997368421	0	0	0	1.97290025	2.89519774	2.369444444	1.69553719
学科	0.149531443	3.639228773	0.77047619	0.469688358	0.511728395	1.233992291	0.240347607	0.572468754	1.520614636	1.576293745	2.274434389	1.718054128	0.651267057	0	3.630149307	0.389850192	0.388173618	0.811433172	4.291679915	3.174331104	0.534324581	1.111001534	0	3.315549772	0	0	0.634150908	0.528148457	4.283127456	1.262614964	2.552403204	3.29154519	4.014150943	0	3.910906298	0	2.805387576	0	0	0.729644495	1.748971193	0.701869352	0.765979847	0	1.572222222	0	0	3.124712379	0	0	1.929327286	0	7.984265149	0	1.468463303	1.929327286	0	2.830569375	0	0	0	11.25082508	0	1.566972477	0	2.201119724	0	2.788671024	6.202226721	5.218765936	1.516129032	4.042516783	0.986286818	0.882984248	1.17293578	0	1.381543443	1.775142808	0	3.272669221	1.144103826	0	1.775142808	7.803316243	0	0	0	1.775142808	0	0	1.381543443	0	0	0	0	11.60294118	2.190100277	4.870426105	2.632716049	0
文化	0.244472041	0.167300186	0.135966387	0	0.232212885	0.217763346	0.44403202	0	0.541235718	1.816164532	2.442165539	2.234990768	0.29553295	0	0.388944569	0.357089671	0	0	0.459822848	4.461222092	0	0	0	0	0	2.24403183	0.580860916	0	3.22786417	1.748236104	0.765006002	0	0	0	0.690159935	1.239970735	0.84083045	0	0	0	0.793650794	0	0	1.571340524	0	0	1.03523337	2.855340622	0	0	1.765824974	0	1.991233197	4.674141876	4.104166667	5.483351235	0	0	0	0	0	3.237416904	0	0	0	4.098636728	0	0	0	8.567089213	1.388723231	1.211622677	0	0	2.166949153	0	0	1.625971143	1.411626946	1.485076789	1.047960648	4.307271963	0	1.946105504	1.102133161	0	3.595012294	0	0	0	0	0	0	2.054021609	1.657401422	3.408773679	0	0	0	0
障碍物	6.95562388	0	1.2135	0.198149776	0.215885417	1.713311611	0.412565184	17.71860606	0	2.037648011	0	0.281868255	0.837343358	27.90482399	0	0.331981804	5.150895141	0	0	0	5.429281122	0	2.218618513	0	0	0	0	0	0	0	0	0	0	1.924036281	0	0	0	3.28483871	0.551432292	1.25246063	0	3.731890702	0.652279713	0	0	0	0	0	0	0.698601974	0	0	0	0	0	0	2.797208539	0	0	4.477559607	0	0	0	0	1.0659375	0	5.082130413	0	0	0	1.291078629	0	0.839884868	0	0	0	0	0	0	0	3.990634146	0	0	0	6.397748593	0	0	0	0	5.288258065	0	0	0	0	0	0	1.865007267	0	3.384920635	0
数据挖掘	0.082509314	1.833698089	0.60675	0.309306968	0.33699187	5.257880198	0.646861461	0	0.788466848	0.509412003	1.478382353	0.890842881	0	0	13.74068234	0	0	0.534358431	2.051959459	2.063315217	4.538289297	0.731635157	0	10.68592731	0	0	0	0	1.833108047	1.683486619	2.247795414	5.386164856	14.57191781	0	1.001573564	0	0	0	0	2.982421875	8.698830409	0	0	0	1.035365854	0	0	2.04456489	1.018192723	0	2.572436382	0	1.432716569	1.311039795	0	1.270532603	0	0	0	0	0	0	0	6.405	8.746153846	2.934826299	1.270532603	7.624720774	1.311039795	0	12.87725178	9.24250632	0	1.173722964	0	0	1.836441894	2.359641049	0	0	0	0	2.359641049	4.305758427	0	13.30909091	1.70982292	0	0	2.01534225	1.836441894	0	0	0	2.405253283	2.452654232	0	2.118437371	1.733739837	0
工具	0.806757736	1.384954582	0	0.207894847	0.226502732	1.098043988	1.580907106	0.510963846	1.353089294	1.404093588	2.021719457	0.901978417	0	0.349819394	3.219784603	2.17916261	0	1.095434783	1.839291392	0.909450234	0	3.620332585	0.450997862	0.720180893	0	2.757496741	1.728061224	1.439204545	5.164582672	0.558862361	0.746194379	0.566577451	0.87192623	0	1.357504665	3.099926838	1.653864852	2.0366	1.166666667	0.651895492	0	2.571554938	0.684359043	3.116271963	2.853781513	0	2.03624415	0	0.684359043	2.235526316	3.501972217	3.006764706	1.941863779	0	1.311987705	1.72204419	0	0	0	0.910192445	3.656428571	2.086929905	0	0	1.118360656	0	1.72204419	0	0	0	2.731538256	0	0.881190682	0	3.19625	0	0	3.198191174	0	0	0	0	1.585988246	0	1.075031526	1.4	3.505136986	3.198191174	5.940910146	0	1.234329797	0	0	0	1.616645649	1.648505304	0	2.871270486	0	1.681639344
视频	0.308446033	6.491974601	5.752888889	0.422719523	6.41986532	1.818514956	1.355063234	0.515221878	1.082471436	1.053070191	0	0.298174683	0.586140351	0	1.568962836	0.351187363	1.434268623	1.87253809	0.45222247	1.387102667	0	6.544809037	0.454725117	0.726132801	6.544818818	1.640594699	0	0	0	2.91372684	0.752361275	1.152040816	0.879132231	2.037214886	1.368817204	0	2.522491349	1.357733333	0.583333333	3.398771368	5.748792271	1.275062657	0.690014903	0	0	0	1.018122075	0.684337835	0	0	4.452293738	0	0	2.710216718	1.322830579	3.531649948	6.076694411	2.547512438	0	0	0	1.043464953	1.176388889	0	3.439663866	0	1.736394558	1.24453087	1.791754386	0	0	3.634868032	0.888473249	1.60408805	1.05661157	3.26422721	0	3.224842767	0	1.460530066	0	1.388294269	0	0	1.083916084	1.411570248	1.158722971	3.224842767	0	0	1.24453087	0	0	0	1.630006357	0	0	2.89519774	1.174931129	0
控制策略	3.917515391	0.355512895	0.588363636	6.065106194	0	3.926339109	1.455438288	2.022366251	0.2825921	0.745924718	0	0.644270298	0.950497866	0.377681116	0.409596493	1.545224396	1.538579068	0	0	0	1.040024631	0	11.00434783	0	0	0	0	5.535402098	0	1.217521572	0	0.611703088	0.941371681	2.184041184	0	0	0.885476314	0.720920354	0.624631268	0	0	2.781954887	8.91660035	0	0	0.69829183	0	2.237969677	0	0	0	0	0	0	0	0	0	0	0	0.982685648	2.611734694	0	1.907657658	0	2.436428571	0	0.921979411	0	0.95137401	0	0	0	4.93143409	0	1.131415929	1.14584967	0	0	0	4.776328052	1.103604576	0	1.712305894	0	0	1.511504425	0	0	1.240756455	2.951036866	0	0	3.211466165	0	0	0	0	0	2.538690476	0
新技术	0.250028224	1.29839492	0.337083333	0	0.284879725	0.26715297	0.270081332	0	1.358847121	0.870245505	2.119544592	1.535282412	0.362561042	0	1.461612747	0.438079081	0	1.864569843	2.941877361	6.252470356	0	1.249876726	0	0	0	1.355769231	4.507985803	0	0.765369855	2.901328002	0.938512518	0.712602567	0	0.833087874	0.846691054	0.754209004	6.525575448	0	0.72766323	0	1.967592593	0	0	1.931439394	1.76875	0	2.566516064	3.523611832	4.488806628	0	0	1.239902971	4.999266324	3.394903047	6.811170213	3.290010741	0	1.575780889	0	0	1.507805596	1.301641848	0	0	0	5.057892133	0	0	1.108301682	1.425745333	1.703691387	4.553150482	0	2.005110063	2.663541667	0	0	10.4027186	1.731789758	0	0	1.731789758	0	3.625901833	0	1.760824742	2.920947489	10.4027186	0	0	1.552456034	0	0	2.51988218	0	2.073377805	0	7.39199423	1.465635739	0
汽车	1.466832247	0.983146771	0.59195122	0.611160756	1.01097561	0	1.293722923	0.368015627	4.25772098	2.610736515	4.095951108	3.237871241	0.418671679	1.561389004	0.551004806	5.032145237	2.089428364	3.327903137	0.651415701	0	0	0.714215272	0.655020704	4.338867603	9.427655678	4.067307692	3.413454271	0	2.716129607	1.642920676	1.083758503	0.822886297	0	5.050595238	0.977726575	5.556324561	0	1.962987952	0.840277778	0	0	0	0	0	0	0	0	3.029446758	0	0	1.240281827	0	0	1.279824561	0	0	1.398604269	1.819651741	7.095833333	0	0	0	0	0	3.287710843	0	0	1.792717087	0	0	0	1.716465459	0	0	4.677439024	0	3.628632176	0	0	0	4.56246282	0	0	0	0	0	0	0	1.669112851	0	1.792717087	6.579589217	0	0	0	0	8.733692569	8.578363674	1.692460317	0
教师	0.134161486	0.46844052	0	0	0	0.301323699	0.616420922	0	0	1.491849437	0.927612457	0.848920863	0	0	0.53819074	0	0	0.50950455	7.919843528	4.07568438	0.677225341	0	0	0	0	0.756708408	0	0	0	0	1.058554817	0	1.236918605	0	1.932447818	0	1.163474692	0	0	0	0	0	0	8.112045455	1.997647059	0	1.432474082	1.948350072	0	0	5.020899926	0	0	0	0	0	0	0	0	0	0	14.56837607	0	6.1	0	1.382098432	0	1.751025992	0	0	0	1.676547658	0	0	1.486627907	0	0	0	1.953297751	0	0	0	0	2.701652346	1.525044723	0	3.298952458	0	0	0	0	0	0	0	0	0	0	2.0199054	0	0
物联网	0.550062093	1.58364835	0.711208791	0.269820972	0.901086957	0.557286841	1.766149832	0	1.403644279	1.362123399	3.62515213	1.585896118	0.374132139	0	4.256037119	1.385663181	3.890659712	2.953981436	8.67495056	13.75543478	0.619589142	0	0	6.989028213	8.424713584	2.122073579	0.735345202	0	0	2.996976178	1.957757296	1.486504279	3.46875	3.552066981	0	0.778279504	6.745538665	0	2.301630435	0	1.004728132	0	0	0	4.716666667	0	1.310561395	0	2.722558803	0	3.3972937	1.279474343	0	0	5.219429348	8.287337662	0	3.287112823	2.441577061	0	0	1.343183609	0.750886525	0	7.58	5.224635829	0	0	0	0	3.553936871	3.100711798	2.311941143	0	0	0	0	8.505079826	3.612550679	1.880044021	1.326673586	5.477726301	0	3.744137763	0	3.67311828	1.491547654	2.058410277	0	0	3.238456673	3.867572156	0	2.600303951	6.431438127	6.558184143	5.133783446	0	9.584269663	0
图书馆	0.314321196	0	0	0	0	1.274451055	0	0	0.506871545	2.784785615	0	0	0	0	1.49304528	0	0	0.695514148	3.647927928	4.662859248	0	0.952287029	0.873360939	1.394636015	0	1.032967033	0	0	1.178426602	5.778068479	0	0	1.688492063	0	4.039132734	2.359944303	0	0	0	0	1.499118166	0	0	1.471572872	4.175409836	0	0	1.314363144	1.325266719	0	6.945578231	0	0	5.28714409	0	6.945578231	0	0	0	0	0	0	0	0	0	3.834208552	0	2.390289449	0	0	2.623143881	2.288620613	0	0	0	0	2.390289449	3.071278826	5.418826018	0	1.979481223	0	0	18.78876404	0	0	4.522757402	0	0	0	0	0	0	0	0	0	0	0	0	0
数字	0.278192323	1.29839492	1.438222222	1.079283887	0.575694444	0.539871628	0	0	1.0084076	0	2.119544592	1.535282412	0	0.439979032	0.96425841	2.284605962	0.881477591	0.912862319	3.568625147	4.890821256	0	1.894549984	1.146286232	0.905794525	8.164155432	0.670896114	0.712602567	1.199337121	0.765369855	1.420441834	0.938512518	0	0	0.833087874	0.846691054	0	2.084558824	0	0.72766323	0.819909794	1.967592593	2.415908192	1.739412568	1.931439394	5.536956522	0	1.270028568	1.725101626	3.552842693	0	3.290010741	0	0	8.269635628	6.811170213	0	0	1.575780889	2.365277778	0	0	2.630401235	0.72766323	0	0	9.143112701	0	3.137254902	0	2.881193694	1.703691387	1.486423697	1.108301682	3.039324727	2.663541667	0	0	8.233641108	1.731789758	1.821898329	1.285642444	5.30474547	0	3.625901833	0	0	7.537929003	6.110228401	0	0	1.552456034	0	0	0	4.108974359	4.18995098	0	0	0	0
图像处理	0.744699448	5.193579681	11.9732	1.222321511	19.50588235	0.609737368	1.940584384	1.489798202	1.140460977	0.485718421	0	2.199947359	0.408935129	0	0	0.494112452	1.511104442	2.111681509	0	0	0.677225341	0	0.639787664	5.35744323	0	0.756708408	0	0	0	0.792804745	0	0	0	5.985890653	0	0	0	0.947255814	2.520833333	1.871323529	0	1.800088456	0	0	0	2.818106312	0	0	6.184578021	0	0	1.398495212	0	0	0	0	0	3.596488147	1.320155039	0	1.700664452	0	0	0	0	0	1.211438064	0	0	0	0	1.676547658	0	0	0	1.50559317	3.543252595	0	0	2.054931836	0	0	0	1.335118892	1.525044723	0	0	0	8.549114601	1.921605401	0	0	0	0	0	0	2.77582477	0	1.653100775	0
应用领域	0.808254503	1.264045848	1.027301587	1.188898657	3.223888889	1.645323055	0	0	4.329885742	1.285285669	1.213031674	0.546653586	1.082105263	0.64663585	2.169581422	3.426908942	1.301874596	0.663899868	3.474217074	0.833662714	0	2.812222633	0	2.703448276	0	4.131868132	1.047309833	0.872245179	2.284334643	0	4.267299107	0	1.611742424	1.224386724	1.244379277	1.108458688	1.516042781	0	1.069444444	3.728027344	5.996472663	0	0	2.852587413	0	0	0	0	2.568978562	0	1.578540507	1.82228164	0	3.307854251	0	1.578540507	3.614854111	0	0	0	2.216017316	0	0	0	4.198153846	0	0	0	0	0	2.503910068	4.436403034	0	1.458261864	0	0	0	0	0	2.677638454	0	0	0	0	0	5.255384615	0	0	2.124325446	2.503910068	4.633484163	2.724880383	0	0	0	9.427389706	0	5.344980443	2.154040404	0
工艺	2.514569566	0.452470957	0.181797753	2.474455742	0	0.29116672	2.910876576	0.347340592	6.38658147	0	0	1.244108162	1.212704174	2.510468594	0	4.145723989	0	6.741137124	0	0	0.65439752	0	0	0	0	5.488415199	0	0	0	1.54957291	2.068993506	0.77665673	2.417613636	1.836580087	0	0	0	0.915325843	2.433908046	0	0	3.558314391	0.938110149	0	0	0	0	0	0	0	0	7.074740484	0	2.443301435	0	2.367810761	1.320030996	0	0	0	0	0	0	0	0	4.098636728	0	0	2.443301435	0	0	0	0	0	1.436516854	0	1.692002644	0	0	4.01645768	1.40120581	0	2.174051304	0	0	0	1.575342466	0	6.521185091	1.856832186	5.192697769	0	0	0	0	0	0	0	1.597378277	2.305168539
